Subcategory,Food,Serving,Calories,URL
Potatoes & Potato Products,Curly Fries,100 g,176 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,French Fries,100 g,312 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Gnocchi,100 g,163 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Hash Browns,100 g,173 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Latkes,100 g,194 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Mashed Potato,100 g,93 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Mashed Potato, with Milk and Butter",100 g,74 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Potato Flour,100 g,361 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Potato Pancake,100 g,268 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Potato Salad,100 g,105 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Potato Salad, with Egg",100 g,250 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Potato Waffles,100 g,190 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Potato Wedges,100 g,162 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Potato, baked, Baked Potato with Sour Cream",100 g,130 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Potato, boiled",100 g,88 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Potato, fried",100 g,104 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Potatoes au Gratin, Potato Gratin, Scalloped Potatoes",100 g,113 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Red Potato,100 g,70 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Roast Potato,100 g,152 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Rosemary Potato,100 g,162 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Russet Potato,100 g,83 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Shoestring French Fries,100 g,163 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Sweet Potato,100 g,116 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Sweet Potato Fries,100 g,162 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,"Sweet Potato, roasted",100 g,112 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,White Potato,100 g,69 Cal,https://www.calories.info/food/potato-products
Potatoes & Potato Products,Yam,100 g,116 Cal,https://www.calories.info/food/potato-products
"Poultry, Chicken & Turkey",Chicken,100 g,166 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Biryani,100 g,253 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Breast,100 g,101 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Breast, cooked",100 g,99 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Breast, fried",100 g,105 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Breast, grilled",100 g,107 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Breast, roasted, baked",100 g,128 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Breast, skinless",100 g,101 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Drumstick,100 g,149 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Fried Steak,100 g,141 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Giblets,100 g,229 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Heart,100 g,47 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Liver,100 g,136 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Liver Pate,100 g,201 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Nuggets,100 g,252 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Patty,100 g,290 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Sausage,100 g,199 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Strips,100 g,271 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Tenders,100 g,271 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Thigh,100 g,173 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Thigh, cooked",100 g,141 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Thigh, grilled, roasted",100 g,164 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken Thigh, skinless",100 g,175 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Chicken Wings,100 g,191 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken, baked",100 g,117 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken, boiled",100 g,118 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Chicken, grilled",100 g,151 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Cornish Hens,100 g,200 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Deviled Eggs,100 g,198 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Goose Meat,100 g,161 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Ground Turkey,100 g,203 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Orange Chicken,100 g,262 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Ostrich Meat,100 g,117 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Quail,100 g,110 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Rotisserie Chicken,100 g,188 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Tandoori Chicken,100 g,247 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey,100 g,157 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Bacon,100 g,226 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Breast,100 g,105 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Turkey Breast, roasted",100 g,147 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey","Turkey Breast, sliced",100 g,105 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Cutlet,100 g,262 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Drumsticks,100 g,118 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Egg,100 g,171 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Heart,100 g,117 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Legs,100 g,144 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Pastrami,100 g,143 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Sausage,100 g,199 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Steak,100 g,105 Cal,https://www.calories.info/food/poultry-chicken-turkey
"Poultry, Chicken & Turkey",Turkey Wings,100 g,115 Cal,https://www.calories.info/food/poultry-chicken-turkey
Rice & Rice Products,Basmati Rice,100 g,352 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Black Rice,100 g,362 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Brown Rice,100 g,367 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,"Brown Rice, cooked",100 g,147 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Fried Rice,100 g,125 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Idly Rice,100 g,128 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Jasmine Rice,100 g,356 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Puffed Rice,100 g,389 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Rice Bran,100 g,402 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Rice Bran Oil,100 g,884 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Rice Cake,100 g,387 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Rice Crackers,100 g,389 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Rice Crisps,100 g,384 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,"Rice Noodles, cooked",100 g,107 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Shirataki Rice,100 g,9 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,Spanish Rice,100 g,185 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,White Rice,100 g,350 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,"White Rice, cooked",100 g,130 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,"White Rice, steamed",100 g,151 Cal,https://www.calories.info/food/rice-products
Rice & Rice Products,"Wild Rice, cooked",100 g,137 Cal,https://www.calories.info/food/rice-products
Salad,"Arugula, Rocket, Rucola",100 g,30 Cal,https://www.calories.info/food/salad
Salad,Bacon Ranch Salad,100 g,122 Cal,https://www.calories.info/food/salad
Salad,Caesar Salad,100 g,187 Cal,https://www.calories.info/food/salad
Salad,Coleslaw,100 g,53 Cal,https://www.calories.info/food/salad
Salad,Corn Salad,100 g,76 Cal,https://www.calories.info/food/salad
Salad,Endive Salad,100 g,18 Cal,https://www.calories.info/food/salad
Salad,Garden Salad,100 g,19 Cal,https://www.calories.info/food/salad
Salad,Greek Salad,100 g,72 Cal,https://www.calories.info/food/salad
Salad,Grilled Chicken Salad,100 g,180 Cal,https://www.calories.info/food/salad
Salad,Ham Salad,100 g,216 Cal,https://www.calories.info/food/salad
Salad,"Iceberg Lettuce, Iceberg Salad",100 g,15 Cal,https://www.calories.info/food/salad
Salad,Kalette,100 g,53 Cal,https://www.calories.info/food/salad
Salad,Lamb's Lettuce,100 g,18 Cal,https://www.calories.info/food/salad
Salad,"Lettuce, Green Lettuce",100 g,14 Cal,https://www.calories.info/food/salad
Salad,Mixed Greens Salad,100 g,14 Cal,https://www.calories.info/food/salad
Salad,Red Lettuce,100 g,25 Cal,https://www.calories.info/food/salad
Salad,Romaine Lettuce,100 g,18 Cal,https://www.calories.info/food/salad
Salad,Side Salad,100 g,38 Cal,https://www.calories.info/food/salad
Salad,Spring Mix Salad,100 g,24 Cal,https://www.calories.info/food/salad
Salad,Vegetable Salad,100 g,14 Cal,https://www.calories.info/food/salad
"Sauces, Gravy, Dressing & Spreads",1000 Island Dressing,100 g,370 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Agave Syrup,100 g,305 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Apple Butter,100 g,173 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Apple Cider Vinegar,100 ml,19 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Au Jus,100 g,16 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Balsamic Vinaigrette Dressing,100 ml,330 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Balsamic Vinegar,100 ml,97 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Barbecue Sauce,100 g,163 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Basil Pesto,100 g,570 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Bechamel,100 ml,124 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Beef Gravy,100 ml,53 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Bernaise Sauce,100 g,529 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Blue Cheese Dressing,100 g,484 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Bolognese,100 g,117 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Bouillon,100 g,5 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Caesar Dressing,100 g,458 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Cheese Sauce,100 ml,86 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Cheese Whiz,100 g,250 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Chicken Gravy,100 g,48 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Chili Sauce,100 ml,92 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Chocolate Spread,100 g,539 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Cocktail Sauce,100 g,422 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Coleslaw Dressing,100 g,404 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Cream Sauce,100 ml,163 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Curry Sauce,100 g,231 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Dijon Mustard,100 g,100 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Duck Sauce,100 g,245 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Fish Sauce,100 ml,35 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",French Dressing,100 ml,419 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Gravy,100 ml,52 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Gravy Granules,100 g,347 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Greek Dressing,100 g,333 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Green Goddess Dressing,100 ml,427 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Guacamole,100 g,163 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Hoisin Sauce,100 ml,220 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Honey Mustard Dressing,100 ml,464 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Hummus,100 g,247 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Italian Dressing,100 g,165 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Jelly,100 g,279 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads","Ketchup, Tomato Ketchup",100 g,110 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Maple Syrup,100 g,260 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Marmite,100 g,185 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Marshmallow Fluff,100 g,322 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Mayonnaise,100 g,757 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Mushroom Gravy,100 g,108 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Mustard,100 g,88 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Nutella (Ferrero),100 g,540 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Olive Spread,100 g,278 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Orange Jam,100 g,174 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Oyster Sauce,100 g,51 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Pancake Syrup,100 g,234 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Peanut Butter,100 g,600 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Peanut Butter,100 g,600 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads","Peanut Butter, powdered",100 g,386 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Pesto,100 g,530 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Pizza Sauce,100 g,48 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Plum Sauce,100 ml,380 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Poppyseed Dressing,100 g,128 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Ranch Dressing,100 g,106 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Raspberry Jam,100 g,250 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Red Wine Vinegar,100 ml,21 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Salad Cream,100 g,277 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Salsa Sauce,100 g,83 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Salsa Verde,100 g,226 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Salsa con Queso,100 g,9 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Sesame Ginger Dressing,100 g,443 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Soy Sauce,100 ml,122 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Steak Sauce,100 g,163 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Strawberry Jam,100 g,280 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Sunflower Seed Butter,100 ml,617 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Sweet Chilli Sauce,100 g,167 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Sweet and Sour Sauce,100 ml,203 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tabasco,100 g,45 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tahini,100 g,598 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tartar Sauce,100 g,467 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Teriyaki Sauce,100 g,100 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tomato Paste,100 g,43 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tomato Puree,100 ml,23 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tomato Sauce,100 ml,64 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Tzatziki,100 g,55 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Vegemite,100 g,185 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Vinaigrette,100 ml,366 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",White Sauce,100 ml,71 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
"Sauces, Gravy, Dressing & Spreads",Worcestershire Sauce,100 g,77 Cal,https://www.calories.info/food/sauces-gravy-dressing-spreads
Supplements & Protein Powder,BCAA,100 g,400 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,"Booster, Vanilla",100 g,500 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Casein,100 g,333 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Chlorella,100 g,344 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Chocolate Shake,100 ml,60 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Collagen,100 g,357 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Collagen Peptides,100 g,357 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Creatin,100 g,100 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,"EAA, Vanilla",100 g,365 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Glucerna Original Shake,100 ml,76 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Herbalife Tea,100 g,361 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Impact Whey Protein,100 g,409 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Mass Gainer,100 g,379 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Omega 3,100 g,687 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Protein,100 g,352 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Protein Bar,100 g,382 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Protein Powder,100 g,401 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Protein Shake,100 ml,60 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Soy Protein Powder,100 g,388 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Vegan protein,100 g,402 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Weight Gainer,100 g,367 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Whey Protein,100 g,401 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Whey Protein Gold Standard,100 g,377 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Whey Protein Isolate,100 g,359 Cal,https://www.calories.info/food/supplements-protein-powder
Supplements & Protein Powder,Whey Protein Powder Vanilla,100 g,377 Cal,https://www.calories.info/food/supplements-protein-powder
Sushi,"Avocado Sushi, Maki",100 g,93 Cal,https://www.calories.info/food/sushi
Sushi,California Roll Inside Out,100 g,94 Cal,https://www.calories.info/food/sushi
Sushi,Cucumber Maki,100 g,93 Cal,https://www.calories.info/food/sushi
Sushi,Inside Out Sushi,100 g,94 Cal,https://www.calories.info/food/sushi
Sushi,Nigiri,100 g,165 Cal,https://www.calories.info/food/sushi
Sushi,Nori,100 g,315 Cal,https://www.calories.info/food/sushi
Sushi,Pickled Ginger,100 g,20 Cal,https://www.calories.info/food/sushi
Sushi,Salmon Maki,100 g,163 Cal,https://www.calories.info/food/sushi
Sushi,Salmon Nigiri,100 g,181 Cal,https://www.calories.info/food/sushi
Sushi,Salmon Sashimi,100 g,180 Cal,https://www.calories.info/food/sushi
Sushi,Sashimi,100 g,188 Cal,https://www.calories.info/food/sushi
Sushi,Soy Sauce,100 ml,122 Cal,https://www.calories.info/food/sushi
Sushi,Surimi,100 g,114 Cal,https://www.calories.info/food/sushi
Sushi,Tempura Sushi,100 g,160 Cal,https://www.calories.info/food/sushi
Sushi,"Tuna Sushi, Maki",100 g,173 Cal,https://www.calories.info/food/sushi
Sushi,Uramaki,100 g,187 Cal,https://www.calories.info/food/sushi
Sushi,Wasabi,100 g,137 Cal,https://www.calories.info/food/sushi
"Sweets: Chocolate, Cookies, Candy",3 Musketeers (Mars),100 g,400 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",After Eight Mints (Nestlé),100 g,426 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",Airheads,100 g,400 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",Almond Roca,100 g,556 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",Animal Crackers,100 g,446 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",Birthday Cake,100 g,400 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy",Biscoff Cookies,100 g,452 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
"Sweets: Chocolate, Cookies, Candy","Biscuit, hard, Tea Biscuits",100 g,412 Cal,https://www.calories.info/food/sweets-chocolate-cookies-candy
